jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Martin Cikl||Male|"5'10"" (177 cm)"|132 lbs (60 kg)|1987-08-17||ASC Dukla Praha|Czech Republic|Ski Jumping|2010 Winter|Men's Large Hill, Individual|Czech Republic|41||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Cink||Male|"5'10"" (178 cm)"|148 lbs (67 kg)|1990-12-07|||Czech Republic|Cycling|2012 Summer|Men's Mountainbike, Cross-Country|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kamil Damašek||Male|"6'5"" (195 cm)"|201 lbs (91 kg)|1973-09-22||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|1996 Summer|Men's Decathlon|Czech Republic|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Damm||Male|"6'2"" (189 cm)"|198 lbs (90 kg)|1972-08-01||I. ČLTK Praha, Praha (CZE)|Czech Republic|Tennis|2004 Summer|Men's Doubles|Czech Republic-1|9T |||2008 Summer|Men's Doubles|Czech Republic-2|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivo Danilevič||Male|"6'2"" (188 cm)"|236 lbs (107 kg)|1970-04-10||Dukla Liberec, Liberec (CZE)|Czech Republic|Bobsleigh|2002 Winter|Men's Two|Czech Republic-2|16T |||2002 Winter|Men's Four|Czech Republic|15|||2006 Winter|Men's Two|Czech Republic-1|16|||2006 Winter|Men's Four|Czech Republic|14|||2010 Winter|Men's Two|Czech Republic|13|||2010 Winter|Men's Four|Czech Republic-1|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Hana Dariusová||Female|"5'10"" (177 cm)"|143 lbs (65 kg)|1973-04-30||Športovný Klub Smíchov|Czech Republic|Rowing|1992 Summer|Women's Coxed Eights|Czechoslovakia|8|||1996 Summer|Women's Coxless Pairs|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Natálie Dianová||Female|"5'7"" (170 cm)"|132 lbs (60 kg)|1989-01-01||Dukla Praha, Praha (CZE)|Czech Republic|Modern Pentathlon|2012 Summer|Women's Individual|Czech Republic|22||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Barbora Dibelková||Female|"5'9"" (174 cm)"|126 lbs (57 kg)|1983-05-26||USK Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Women's 20 kilometres Walk|Czech Republic|24||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Otto Dlabola||Male|"6'0"" (182 cm)"|185 lbs (84 kg)|1973-12-13||Tělovýchovná Jednota SVS Krkonoše|Czech Republic|Figure Skating|1998 Winter|Mixed Pairs|Czech Republic|15|||2002 Winter|Mixed Pairs|Czech Republic|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ladislav Dluhoš||Male|"5'8"" (172 cm)"|143 lbs (65 kg)|1965-10-06||Dukla Banská Bystrica, Banská Bystrica (SVK)|Czech Republic|Ski Jumping|1984 Winter|Men's Large Hill, Individual|Czechoslovakia|12|||1988 Winter|Men's Normal Hill, Individual|Czechoslovakia|14|||1988 Winter|Men's Large Hill, Individual|Czechoslovakia|14|||1988 Winter|Men's Large Hill, Team|Czechoslovakia|4|||1994 Winter|Men's Normal Hill, Individual|Czech Republic|AC||DQ|1994 Winter|Men's Large Hill, Individual|Czech Republic|30|||1994 Winter|Men's Large Hill, Team|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Dobešová||Female|"5'9"" (176 cm)"|130 lbs (59 kg)|1968-08-06|||Czech Republic|Table Tennis|1996 Summer|Women's Singles|Czech Republic|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Doktor|Boban|Male|"5'10"" (178 cm)"|172 lbs (78 kg)|1974-05-21||Pro Sport Canoe Club, Sezemice|Czech Republic|Canoeing|1996 Summer|Men's Canadian Singles, 500 metres|Czech Republic|1|Gold|OB|1996 Summer|Men's Canadian Singles, 1,000 metres|Czech Republic|1|Gold|OB|2000 Summer|Men's Canadian Singles, 500 metres|Czech Republic|8|||2000 Summer|Men's Canadian Singles, 1,000 metres|Czech Republic|8|||2004 Summer|Men's Canadian Singles, 500 metres|Czech Republic|5|||2004 Summer|Men's Canadian Singles, 1,000 metres|Czech Republic|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milan Doleček, Jr.||Male|"6'4"" (193 cm)"|231 lbs (105 kg)|1982-03-18||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Double Sculls|Czech Republic|5|||2008 Summer|Men's Quadruple Sculls|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Doležal||Male|"5'9"" (175 cm)"|170 lbs (77 kg)|1962-09-22||Sparta Praha, Praha (CZE)|Czech Republic|Ice Hockey|1988 Winter|Men's Ice Hockey|Czechoslovakia|6|||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Doležal||Male|"5'10"" (178 cm)"|141 lbs (64 kg)|1978-03-11||ASC Dukla Liberec|Czech Republic|Ski Jumping|1998 Winter|Men's Normal Hill, Individual|Czech Republic|11T |||1998 Winter|Men's Large Hill, Individual|Czech Republic|8|||1998 Winter|Men's Large Hill, Team|Czech Republic|7|||2002 Winter|Men's Normal Hill, Individual|Czech Republic|50|||2002 Winter|Men's Large Hill, Individual|Czech Republic|41T  r1/2|||2002 Winter|Men's Large Hill, Team|Czech Republic|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zuzana Doležalová||Female|"5'4"" (163 cm)"|126 lbs (57 kg)|1980-09-12||Dukla Liberec / Oliver SB Team Jánské Lázne|Czech Republic|Snowboarding|2010 Winter|Women's Parallel Giant Slalom|Czech Republic|22||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Dopita||Male|"6'4"" (192 cm)"|216 lbs (98 kg)|1968-12-02||Philadelphia Flyers, Philadelphia (USA)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold||2002 Winter|Men's Ice Hockey|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Ctislav ""Slava"" Doseděl"||Male|"6'0"" (183 cm)"|174 lbs (79 kg)|1970-08-14|||Czech Republic|Tennis|2000 Summer|Men's Singles|Czech Republic|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Libor Došek||Male|"6'7"" (200 cm)"|207 lbs (94 kg)|1978-04-24||1. FC Brno, Brno (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lukáš Došek||Male|"5'9"" (175 cm)"|154 lbs (70 kg)|1978-09-12||Slavia Praha, Praha (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Soňa Dosoudilová-Nováková||Female|"6'1"" (186 cm)"|168 lbs (76 kg)|1975-10-06||Brno|Czech Republic|Beach Volleyball|2000 Summer|Women's Beach Volleyball|Czech Republic-1|9T |||2004 Summer|Women's Beach Volleyball|Czech Republic|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Dostál||Male|"6'8"" (202 cm)"|245 lbs (111 kg)|1993-03-03||Dukla Praha, Praha (CZE)|Czech Republic|Canoeing|2012 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Dostál||Male|"5'10"" (177 cm)"|159 lbs (72 kg)|1970-07-13||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|2002 Winter|Men's 10 kilometres Sprint|Czech Republic|34|||2002 Winter|Men's 12.5 kilometres Pursuit|Czech Republic|44|||2002 Winter|Men's 20 kilometres|Czech Republic|35T |||2002 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|5|||2006 Winter|Men's 10 kilometres Sprint|Czech Republic|42|||2006 Winter|Men's 12.5 kilometres Pursuit|Czech Republic|29|||2006 Winter|Men's 15 kilometres Mass Start|Czech Republic|23|||2006 Winter|Men's 20 kilometres|Czech Republic|30|||2006 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|6|||2010 Winter|Men's 20 kilometres|Czech Republic|35|||2010 Winter|Men's 4 × 7.5 kilometres Relay|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaroslav Drobný||Male|"6'4"" (192 cm)"|190 lbs (86 kg)|1979-10-18||SK Dynamo České Budějovice, České Budějovice (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Romana Dubnová (Bělocká-)||Female|"5'10"" (178 cm)"|128 lbs (58 kg)|1978-11-04||SSK Vítkovice, Vítkovice, Ostrava (CZE)|Czech Republic|Athletics|2008 Summer|Women's High Jump|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
